COD_COMUNA_JOIN,COD_COMUNA_RESID,COMUNA_RESIDENCIA,VACUNA_DASHBOARD,CLAVE_DENOMINADOR,VACUNAS_ADMINISTRADAS
1101,13108,Independencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1
1101,13108,Independencia,VACUNA DTPA 8 BASICO,dTpa_8basico,4
1101,13108,Independencia,VACUNA VPH 4 BASICO,VPH_4basico,2
1101,13108,Independencia,VACUNA VPH 5 BASICO,VPH_5basico,6
2203,13505,San Pedro,VACUNA DTPA 1 BASICO,dTpa_1basico,1
3201,13103,Cerro Navia,VACUNA DTPA 8 BASICO,dTpa_8basico,1
4101,13112,La Pintana,VACUNA DTPA 1 BASICO,dTpa_1basico,1
4101,13113,La Reina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
4101,13113,La Reina,VACUNA DTPA 8 BASICO,dTpa_8basico,2
4101,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,1
4101,13113,La Reina,VACUNA VPH 4 BASICO,VPH_4basico,5
4101,13113,La Reina,VACUNA VPH 5 BASICO,VPH_5basico,2
5103,13104,Conchalí,VACUNA DTPA 1 BASICO,dTpa_1basico,1
5103,13104,Conchalí,VACUNA DTPA 8 BASICO,dTpa_8basico,3
5103,13104,Conchalí,VACUNA VPH 4 BASICO,VPH_4basico,3
5103,13120,Ñuñoa,VACUNA VPH 4 BASICO,VPH_4basico,1
5103,13104,Conchalí,VACUNA VPH 5 BASICO,VPH_5basico,2
5109,13132,Vitacura,VACUNA DTPA 1 BASICO,dTpa_1basico,2
5109,13132,Vitacura,VACUNA DTPA 8 BASICO,dTpa_8basico,1
5301,13117,Lo Prado,VACUNA DTPA 1 BASICO,dTpa_1basico,1
5301,13115,Lo Barnechea,VACUNA DTPA 8 BASICO,dTpa_8basico,1
5401,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,1
5401,13109,La Cisterna,VACUNA VPH 4 BASICO,VPH_4basico,2
5405,13130,San Miguel,VACUNA VPH 4 BASICO,VPH_4basico,1
5601,13401,San Bernardo,VACUNA VPH 5 BASICO,VPH_5basico,3
5604,13602,El Monte,VACUNA DTPA 1 BASICO,dTpa_1basico,3
5604,13602,El Monte,VACUNA VPH 5 BASICO,VPH_5basico,3
6107,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,1
6107,13109,La Cisterna,VACUNA VPH 4 BASICO,VPH_4basico,1
6107,13114,Las Condes,VACUNA VPH 4 BASICO,VPH_4basico,1
6115,13128,Renca,VACUNA DTPA 1 BASICO,dTpa_1basico,1
6115,13128,Renca,VACUNA DTPA 8 BASICO,dTpa_8basico,1
6115,13128,Renca,VACUNA VPH 4 BASICO,VPH_4basico,1
6115,13128,Renca,VACUNA VPH 5 BASICO,VPH_5basico,3
6310,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,1
6310,13131,San Ramón,VACUNA DTPA 1 BASICO,dTpa_1basico,1
7101,13601,Talagante,VACUNA DTPA 1 BASICO,dTpa_1basico,3
7101,13601,Talagante,VACUNA DTPA 8 BASICO,dTpa_8basico,3
7101,13601,Talagante,VACUNA VPH 4 BASICO,VPH_4basico,2
7101,13601,Talagante,VACUNA VPH 5 BASICO,VPH_5basico,7
7301,13123,Providencia,VACUNA DTPA 1 BASICO,dTpa_1basico,1
7301,13114,Las Condes,VACUNA VPH 5 BASICO,VPH_5basico,1
7304,13501,Melipilla,VACUNA VPH 4 BASICO,VPH_4basico,1
7304,13501,Melipilla,VACUNA VPH 5 BASICO,VPH_5basico,1
7401,13106,Estación Central,VACUNA VPH 5 BASICO,VPH_5basico,1
8101,13132,Vitacura,VACUNA DTPA 1 BASICO,dTpa_1basico,1
8101,13505,San Pedro,VACUNA DTPA 1 BASICO,dTpa_1basico,1
8101,13505,San Pedro,VACUNA VPH 4 BASICO,VPH_4basico,1
8110,13601,Talagante,VACUNA VPH 4 BASICO,VPH_4basico,2
8110,13601,Talagante,VACUNA VPH 5 BASICO,VPH_5basico,2
8112,13110,La Florida,VACUNA VPH 5 BASICO,VPH_5basico,1
8301,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,1
9108,13114,Las Condes,VACUNA VPH 4 BASICO,VPH_4basico,1
9108,13114,Las Condes,VACUNA VPH 5 BASICO,VPH_5basico,1
9112,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
9112,13604,Padre Hurtado,VACUNA VPH 4 BASICO,VPH_4basico,4
9112,13604,Padre Hurtado,VACUNA VPH 5 BASICO,VPH_5basico,3
9114,13202,Pirque,VACUNA DTPA 1 BASICO,dTpa_1basico,1
9114,13202,Pirque,VACUNA VPH 5 BASICO,VPH_5basico,1
9202,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
9202,13301,Colina,VACUNA VPH 4 BASICO,VPH_4basico,2
9209,13127,Recoleta,VACUNA VPH 4 BASICO,VPH_4basico,1
9211,13601,Talagante,VACUNA VPH 5 BASICO,VPH_5basico,1
10101,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,4
10101,13201,Puente Alto,VACUNA DTPA 8 BASICO,dTpa_8basico,3
10101,13123,Providencia,VACUNA VPH 4 BASICO,VPH_4basico,1
10101,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,4
10101,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,4
10306,13203,San José de Maipo,VACUNA DTPA 8 BASICO,dTpa_8basico,1
10307,13505,San Pedro,VACUNA DTPA 8 BASICO,dTpa_8basico,1
10307,13505,San Pedro,VACUNA VPH 5 BASICO,VPH_5basico,1
12301,13123,Providencia,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13101,Santiago,VACUNA BCG,BCG_RN,4348
13101,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,3777
13101,13103,Cerro Navia,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,4
13101,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,4
13101,13121,Pedro Aguirre Cerda,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13123,Providencia,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13101,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13125,Quilicura,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13128,Renca,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13129,San Joaquín,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13101,13201,Puente Alto,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13202,Pirque,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13301,Colina,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13101,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13101,13604,Padre Hurtado,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13101,13101,Santiago,VACUNA DTPA 8 BASICO,dTpa_8basico,4702
13101,13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13101,13120,Ñuñoa,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13123,Providencia,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13101,13124,Pudahuel,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13128,Renca,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13130,San Miguel,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13303,Tiltil,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13404,Paine,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13601,Talagante,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13602,El Monte,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13101,13101,Santiago,VACUNA DTPA GESTANTES,dTpa_Gestantes,3325
13101,13101,Santiago,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,3423
13101,13101,Santiago,VACUNA HEPATITIS B RN,HepB_RN,4401
13101,13101,Santiago,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,3774
13101,13101,Santiago,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,3599
13101,13101,Santiago,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,3545
13101,13101,Santiago,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,3496
13101,13101,Santiago,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,3653
13101,13101,Santiago,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,3858
13101,13101,Santiago,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,3652
13101,13101,Santiago,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,615
13101,13101,Santiago,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,3783
13101,13101,Santiago,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,3619
13101,13101,Santiago,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,3587
13101,13101,Santiago,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1666
13101,13101,Santiago,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,3628
13101,13101,Santiago,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,2662
13101,13101,Santiago,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,3548
13101,13101,Santiago,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,2800
13101,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,4080
13101,13106,Estación Central,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13110,La Florida,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13120,Ñuñoa,VACUNA VPH 4 BASICO,VPH_4basico,3
13101,13121,Pedro Aguirre Cerda,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13122,Peñalolén,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13124,Pudahuel,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13129,San Joaquín,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13201,Puente Alto,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13302,Lampa,VACUNA VPH 4 BASICO,VPH_4basico,2
13101,13601,Talagante,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13602,El Monte,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13604,Padre Hurtado,VACUNA VPH 4 BASICO,VPH_4basico,1
13101,13101,Santiago,VACUNA VPH 5 BASICO,VPH_5basico,3737
13101,13108,Independencia,VACUNA VPH 5 BASICO,VPH_5basico,1
13101,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,5
13101,13120,Ñuñoa,VACUNA VPH 5 BASICO,VPH_5basico,1
13101,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,2
13101,13126,Quinta Normal,VACUNA VPH 5 BASICO,VPH_5basico,1
13102,13102,Cerrillos,VACUNA BCG,BCG_RN,610
13102,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,786
13102,13102,Cerrillos,VACUNA DTPA 8 BASICO,dTpa_8basico,751
13102,13102,Cerrillos,VACUNA DTPA GESTANTES,dTpa_Gestantes,604
13102,13102,Cerrillos,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,778
13102,13102,Cerrillos,VACUNA HEPATITIS B RN,HepB_RN,643
13102,13102,Cerrillos,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,708
13102,13102,Cerrillos,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,708
13102,13102,Cerrillos,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,698
13102,13102,Cerrillos,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,784
13102,13102,Cerrillos,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,734
13102,13102,Cerrillos,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,711
13102,13102,Cerrillos,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,708
13102,13102,Cerrillos,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,140
13102,13102,Cerrillos,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,707
13102,13102,Cerrillos,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,706
13102,13102,Cerrillos,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,733
13102,13102,Cerrillos,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,418
13102,13102,Cerrillos,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,735
13102,13102,Cerrillos,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,650
13102,13102,Cerrillos,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,788
13102,13102,Cerrillos,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,668
13102,13102,Cerrillos,VACUNA VPH 4 BASICO,VPH_4basico,811
13102,13102,Cerrillos,VACUNA VPH 5 BASICO,VPH_5basico,725
13103,13103,Cerro Navia,VACUNA BCG,BCG_RN,1156
13103,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13103,13103,Cerro Navia,VACUNA DTPA 1 BASICO,dTpa_1basico,1186
13103,13102,Cerrillos,VACUNA DTPA 8 BASICO,dTpa_8basico,3
13103,13103,Cerro Navia,VACUNA DTPA 8 BASICO,dTpa_8basico,1138
13103,13103,Cerro Navia,VACUNA DTPA GESTANTES,dTpa_Gestantes,988
13103,13103,Cerro Navia,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1219
13103,13103,Cerro Navia,VACUNA HEPATITIS B RN,HepB_RN,1155
13103,13103,Cerro Navia,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1133
13103,13103,Cerro Navia,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1126
13103,13103,Cerro Navia,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1136
13103,13103,Cerro Navia,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1192
13103,13103,Cerro Navia,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1146
13103,13103,Cerro Navia,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1148
13103,13103,Cerro Navia,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1132
13103,13103,Cerro Navia,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,173
13103,13103,Cerro Navia,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1137
13103,13103,Cerro Navia,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1128
13103,13103,Cerro Navia,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1175
13103,13103,Cerro Navia,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,633
13103,13103,Cerro Navia,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1184
13103,13103,Cerro Navia,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,991
13103,13103,Cerro Navia,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1220
13103,13103,Cerro Navia,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,988
13103,13102,Cerrillos,VACUNA VPH 4 BASICO,VPH_4basico,1
13103,13103,Cerro Navia,VACUNA VPH 4 BASICO,VPH_4basico,1215
13103,13102,Cerrillos,VACUNA VPH 5 BASICO,VPH_5basico,2
13103,13103,Cerro Navia,VACUNA VPH 5 BASICO,VPH_5basico,1006
13104,13104,Conchalí,VACUNA BCG,BCG_RN,877
13104,13104,Conchalí,VACUNA DTPA 1 BASICO,dTpa_1basico,1295
13104,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13104,13104,Conchalí,VACUNA DTPA 8 BASICO,dTpa_8basico,1279
13104,13104,Conchalí,VACUNA DTPA GESTANTES,dTpa_Gestantes,819
13104,13104,Conchalí,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1036
13104,13104,Conchalí,VACUNA HEPATITIS B RN,HepB_RN,890
13104,13104,Conchalí,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,883
13104,13104,Conchalí,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,929
13104,13104,Conchalí,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,901
13104,13104,Conchalí,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1053
13104,13104,Conchalí,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,986
13104,13104,Conchalí,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,892
13104,13104,Conchalí,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,925
13104,13104,Conchalí,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,151
13104,13104,Conchalí,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,884
13104,13104,Conchalí,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,927
13104,13104,Conchalí,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1021
13104,13104,Conchalí,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,618
13104,13104,Conchalí,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1029
13104,13104,Conchalí,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,817
13104,13104,Conchalí,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1049
13104,13104,Conchalí,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,836
13104,13104,Conchalí,VACUNA VPH 4 BASICO,VPH_4basico,1432
13104,13104,Conchalí,VACUNA VPH 5 BASICO,VPH_5basico,1196
13105,13105,El Bosque,VACUNA BCG,BCG_RN,1141
13105,13105,El Bosque,VACUNA DTPA 1 BASICO,dTpa_1basico,1921
13105,13109,La Cisterna,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13105,13112,La Pintana,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13105,13116,Lo Espejo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13105,13121,Pedro Aguirre Cerda,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13105,13130,San Miguel,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13105,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,45
13105,13402,Buin,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13105,13105,El Bosque,VACUNA DTPA 8 BASICO,dTpa_8basico,1867
13105,13109,La Cisterna,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13105,13110,La Florida,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13105,13112,La Pintana,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13105,13129,San Joaquín,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13105,13401,San Bernardo,VACUNA DTPA 8 BASICO,dTpa_8basico,82
13105,13602,El Monte,VACUNA DTPA 8 BASICO,dTpa_8basico,1
13105,13105,El Bosque,VACUNA DTPA GESTANTES,dTpa_Gestantes,1220
13105,13105,El Bosque,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1574
13105,13105,El Bosque,VACUNA HEPATITIS B RN,HepB_RN,1176
13105,13105,El Bosque,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1277
13105,13105,El Bosque,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1295
13105,13105,El Bosque,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1355
13105,13105,El Bosque,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1571
13105,13105,El Bosque,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1449
13105,13105,El Bosque,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1290
13105,13105,El Bosque,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1299
13105,13105,El Bosque,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,231
13105,13105,El Bosque,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1278
13105,13105,El Bosque,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1299
13105,13105,El Bosque,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1438
13105,13105,El Bosque,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,1606
13105,13105,El Bosque,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1442
13105,13105,El Bosque,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1385
13105,13105,El Bosque,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1574
13105,13105,El Bosque,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1404
13105,13105,El Bosque,VACUNA VPH 4 BASICO,VPH_4basico,2057
13105,13112,La Pintana,VACUNA VPH 4 BASICO,VPH_4basico,3
13105,13401,San Bernardo,VACUNA VPH 4 BASICO,VPH_4basico,79
13105,13402,Buin,VACUNA VPH 4 BASICO,VPH_4basico,1
13105,13105,El Bosque,VACUNA VPH 5 BASICO,VPH_5basico,1597
13105,13201,Puente Alto,VACUNA VPH 5 BASICO,VPH_5basico,1
13105,13401,San Bernardo,VACUNA VPH 5 BASICO,VPH_5basico,31
13106,13106,Estación Central,VACUNA BCG,BCG_RN,1307
13106,13101,Santiago,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13106,13102,Cerrillos,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13106,13103,Cerro Navia,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13106,13106,Estación Central,VACUNA DTPA 1 BASICO,dTpa_1basico,1377
13106,13117,Lo Prado,VACUNA DTPA 1 BASICO,dTpa_1basico,2
13106,13119,Maipú,VACUNA DTPA 1 BASICO,dTpa_1basico,17
13106,13120,Ñuñoa,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13106,13124,Pudahuel,VACUNA DTPA 1 BASICO,dTpa_1basico,7
13106,13126,Quinta Normal,VACUNA DTPA 1 BASICO,dTpa_1basico,3
13106,13302,Lampa,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13106,13401,San Bernardo,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13106,13601,Talagante,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13106,13605,Peñaflor,VACUNA DTPA 1 BASICO,dTpa_1basico,1
13106,13106,Estación Central,VACUNA DTPA 8 BASICO,dTpa_8basico,1344
13106,13119,Maipú,VACUNA DTPA 8 BASICO,dTpa_8basico,4
13106,13124,Pudahuel,VACUNA DTPA 8 BASICO,dTpa_8basico,2
13106,13106,Estación Central,VACUNA DTPA GESTANTES,dTpa_Gestantes,1274
13106,13106,Estación Central,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,1466
13106,13106,Estación Central,VACUNA HEPATITIS B RN,HepB_RN,1311
13106,13106,Estación Central,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,1400
13106,13106,Estación Central,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,1433
13106,13106,Estación Central,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,1424
13106,13106,Estación Central,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,1470
13106,13106,Estación Central,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,1498
13106,13106,Estación Central,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,1416
13106,13106,Estación Central,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,1429
13106,13106,Estación Central,VACUNA MENINGOCOCICA RECOMBINANTE REFUERZO,Cohorte_18M,167
13106,13106,Estación Central,VACUNA NEUMOCOCICA CONJUGADA 1RA DOSIS,Cohorte_2M,1408
13106,13106,Estación Central,VACUNA NEUMOCOCICA CONJUGADA 2DA DOSIS,Cohorte_4M,1436
13106,13106,Estación Central,VACUNA NEUMOCOCICA CONJUGADA REFUERZO,Cohorte_12M,1451
13106,13106,Estación Central,VACUNA NEUMOCOCICA POLISACARIDA,Neumococica_Polisacarida_65,549
13106,13106,Estación Central,VACUNA SRP (TRIVIRICA) 1RA DOSIS,Cohorte_12M,1472
13106,13106,Estación Central,VACUNA SRP (TRIVIRICA) 2DA DOSIS,Cohorte_36M,1105
13106,13106,Estación Central,VACUNA VARICELA 1RA DOSIS,Cohorte_18M,1496
13106,13106,Estación Central,VACUNA VARICELA 2DA DOSIS,Cohorte_36M,1172
13106,13101,Santiago,VACUNA VPH 4 BASICO,VPH_4basico,2
13106,13106,Estación Central,VACUNA VPH 4 BASICO,VPH_4basico,1496
13106,13119,Maipú,VACUNA VPH 4 BASICO,VPH_4basico,4
13106,13124,Pudahuel,VACUNA VPH 4 BASICO,VPH_4basico,3
13106,13501,Melipilla,VACUNA VPH 4 BASICO,VPH_4basico,1
13106,13106,Estación Central,VACUNA VPH 5 BASICO,VPH_5basico,1186
13106,13117,Lo Prado,VACUNA VPH 5 BASICO,VPH_5basico,1
13106,13119,Maipú,VACUNA VPH 5 BASICO,VPH_5basico,3
13106,13124,Pudahuel,VACUNA VPH 5 BASICO,VPH_5basico,2
13106,13126,Quinta Normal,VACUNA VPH 5 BASICO,VPH_5basico,1
13106,13601,Talagante,VACUNA VPH 5 BASICO,VPH_5basico,1
13107,13107,Huechuraba,VACUNA BCG,BCG_RN,824
13107,13107,Huechuraba,VACUNA DTPA 1 BASICO,dTpa_1basico,914
13107,13107,Huechuraba,VACUNA DTPA 8 BASICO,dTpa_8basico,999
13107,13107,Huechuraba,VACUNA DTPA GESTANTES,dTpa_Gestantes,794
13107,13107,Huechuraba,VACUNA HEPATITIS A PEDIATRICA,Cohorte_18M,846
13107,13107,Huechuraba,VACUNA HEPATITIS B RN,HepB_RN,812
13107,13107,Huechuraba,VACUNA HEXAVALENTE 1RA DOSIS,Cohorte_2M,833
13107,13107,Huechuraba,VACUNA HEXAVALENTE 2DA DOSIS,Cohorte_4M,811
13107,13107,Huechuraba,VACUNA HEXAVALENTE 3RA DOSIS,Hexavalente_3d_6m,800
13107,13107,Huechuraba,VACUNA HEXAVALENTE REFUERZO,Hexavalente_ref_18m,870
13107,13107,Huechuraba,VACUNA MENINGOCOCICA CONJUGADA DOSIS UNICA,Cohorte_12M,841
13107,13107,Huechuraba,VACUNA MENINGOCOCICA RECOMBINANTE 1RA DOSIS,Cohorte_2M,837
13107,13107,Huechuraba,VACUNA MENINGOCOCICA RECOMBINANTE 2DA DOSIS,Cohorte_4M,815
